OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
786,D3692,WATERFORD ROAD PARK,B-RE-1156,567,WATERFORD ROAD,ELLEN GROVE,4078,152.956299718358,-27.6144552360334,639.503950360358,25369.7855254124
787,D3712,NORTHSHORE RIVERSIDE PARK,B-RE-1155,76A,PARKSIDE CIRCUIT,HAMILTON,4007,153.085773847607,-27.4449377297094,1779.33114073153,30692.630306511
788,D3733,NORTHMARQUE STREET PARK,B-RE-1154,23A,NORTHMARQUE STREET,CARSELDINE,4034,153.017209532153,-27.3421357703601,211.294841010297,2500.16647860867
789,D3752,HACKNEY STREET PARK,B-RE-1153,15,HACKNEY STREET,DURACK,4077,152.994444229727,-27.5967304295073,815.349183747399,35793.1668703548
790,D3753,PARKSIDE CIRCUIT PARK ,B-RE-0012,25,PARKSIDE CIRCUIT,HAMILTON,4007,153.087697209946,-27.4445490997145,234.597552956786,1340.92258976295
791,D3754,OLD SHORELINE PARK,B-RE-1152,351,MACARTHUR AVENUE,HAMILTON,4007,153.084513267488,-27.4409689408815,336.571749187594,6808.95953490749
792,D3755,LYDIA PLACE PARK,B-RE-1151,20,NICHOLS STREET,GUMDALE,4154,153.160941165845,-27.4911262797722,276.980529260446,4958.1426756766
793,D3757,KEV VANSTONE PARK,B-RE-1150,9,ALTITUDE STREET,ROCHEDALE,4123,153.12075898844,-27.5753607566188,417.094851611434,10067.4270775663
794,D3758,BEDSER STREET PARK,B-RE-1149,23,BEDSER STREET,MACGREGOR,4109,153.074112867476,-27.5599401888396,303.44366918128,5350.15468165884
795,D3759,ASPLEY RESERVIOR PARK,B-RE-1148,43B,LAWRENCE ROAD,ASPLEY,4034,153.010428330972,-27.3745178544023,2420.7011791141,70423.2023288887
796,D3772,HOLDSWORTH STREET PARK,B-RE-1147,226,OLD CLEVELAND ROAD,COORPAROO,4151,153.055841755357,-27.4957447424622,339.558800008547,3252.32120422625
797,D3773,CARSELGROVE AVENUE PARK ,B-RE-1146,4,CARNARVON CRESCENT,FITZGIBBON,4018,153.028560483708,-27.343686922903,146.954804037397,880.257836857482
798,D3792,DESHON PARK,B-RE-1145,128,DESHON STREET,COORPAROO,4151,153.048043054067,-27.4934379435802,286.387564340926,3247.12947271021
799,D3832,SCHOOL ROAD BIKEWAY PARK,B-RE-1144,100,SCHOOL ROAD,THE GAP,4061,152.942254016928,-27.4478918409946,166.395431487873,577.120322886158
800,D3833,HURWORTH STREET PARK,B-RE-1143,30,MARKWELL STREET,BOWEN HILLS,4006,153.036771829489,-27.4486889958911,197.604195280466,1887.25521815304
801,D3835,OUTLOOK PARK,B-RE-1142,63,BOGGO ROAD,DUTTON PARK,4102,153.030891525566,-27.4946898737578,235.990226711256,2160.53027805074
802,D3852,KING AVENUE PARK,B-RE-1141,128,KING AVENUE,WILLAWONG,4110,152.997161422063,-27.5965650038067,1814.53893387599,78293.5084459718
803,D3853,SOUTH PINE PARK,B-RE-1140,400,SOUTH PINE ROAD,EVERTON PARK,4053,152.990527428,-27.41406603,1235.93371552113,18676.1776434443
804,D3854,CAMBRIDGE STREET PARK,B-RE-1139,60,CAMBRIDGE STREET,ROCKLEA,4106,153.008763583,-27.5380177819999,331.749226318329,1338.07888869785
805,D3872,GLIDER FOREST,B-RE-1138,1056,PARADISE ROAD,LARAPINTA,4110,153.012138855176,-27.6518671920706,4900.80277697091,1242856.299092
806,D3874,HOME STREET PARK,B-RE-1136,136,HOME STREET,FAIRFIELD,4103,153.024447301869,-27.5070063532922,283.798790670733,1476.67312410996
807,D0332,JINDALEE MUN GOLF LINKS PARK,B-RE-1925,232,SINNAMON ROAD,JINDALEE,4074,152.944504630744,-27.535717206059,4797.21241541024,187570.072108647
808,D0333,ELINGA STREET PARK,B-RE-1924,19,ELINGA STREET,JINDALEE,4074,152.938977815915,-27.5327445585912,204.410900051648,1086.6695451027
809,D0334,JINDALEE PARK,B-RE-1923,89,BURRENDAH ROAD,JINDALEE,4074,152.938581938803,-27.5290385474353,1831.84112709963,53953.2719140325
810,D0335,PIONEER BELZ PARK,B-RE-1922,303,CENTENARY HIGHWAY,JINDALEE,4074,152.945551425877,-27.5296132837871,689.073666156814,8192.24890019341
811,D0337,JINDALEE RECREATION RESERVE,B-RE-1921,77,CURRAGUNDI ROAD,JINDALEE,4074,152.934454091529,-27.5327833178736,705.28596472484,23385.5633892792
812,D0338,JINDALEE BOAT RAMP PARK,B-RE-1920,99,MT OMMANEY DRIVE,JINDALEE,4074,152.928997851,-27.529640688,1338.9183233411,34109.1951016548
813,D0339,M. Z. HOLLAND MEMORIAL PARK,B-RE-1919,57,MONTEREY STREET,WACOL,4076,152.921467564513,-27.5926438058304,293.539491717132,4039.1278416649
814,D0340,JAMBOREE PARK,B-RE-1918,18,GUIDE STREET,JAMBOREE HEIGHTS,4074,152.932935188022,-27.5587196718454,286.206563713954,4726.78155410191
815,D0342,SOUTH BRISBANE RIVERSIDE LANDS PARK,B-RE-1912,151A,JANE STREET,WEST END,4101,153.007153476,-27.4747938639999,2635.26212913285,23186.84199252
816,D0343,WEST END RIVERSIDE LANDS PARK,B-RE-1911,51A,FERRY ROAD,WEST END,4101,153.000149815917,-27.4822789200529,1791.34395152818,30416.3434191906
817,D0344,RYAN STREET PARK (NO. 147),B-RE-1910,147,RYAN STREET,WEST END,4101,153.007940749287,-27.4898228922986,99.7194817196651,605.608157020975
818,D0345,LYONS PLAYGROUND PARK,B-RE-1909,25,PARADISE STREET,HIGHGATE HILL,4101,153.012675293639,-27.4889031234871,255.534764408323,3865.13819985869
819,D0346,ORLEIGH PARK,B-RE-1908,68,HILL END TERRACE,WEST END,4101,152.998019882,-27.489358915,2351.18268851038,53632.1403304887
820,D0347,DAVIES PARK,B-RE-1907,277,MONTAGUE ROAD,WEST END,4101,153.004378870462,-27.4786107217131,1133.48003776333,72373.7130179424
821,D0348,JOLLY PLACE PARK,B-RE-1906,15,PEEL STREET,SOUTH BRISBANE,4101,153.016658699386,-27.4719570667703,208.295709171901,1486.598659014
822,D0350,MUSGRAVE PARK,B-RE-1905,91,CORDELIA STREET,SOUTH BRISBANE,4101,153.016642507976,-27.4790941324848,1056.11071685502,62872.9886316289
823,D0352,DOCK STREET PARK,B-RE-1904,204,VULTURE STREET,SOUTH BRISBANE,4101,153.02673698559,-27.4828902964219,108.805572726512,732.492822156577
824,D0353,TRIBUNE STREET PARK,B-RE-1696,186A,VULTURE STREET,SOUTH BRISBANE,4101,153.021104063,-27.4821547103333,119.015737709494,603.734190791187
825,D0354,HIGHGATE HILL PARK,B-RE-1488,21,BELLEVUE STREET,HIGHGATE HILL,4101,153.016685299281,-27.4866612028948,287.916175754127,4941.15996387391
826,D0355,DUTTON PARK,B-RE-1487,359,GLADSTONE ROAD,DUTTON PARK,4102,153.025167341,-27.4974651119999,3397.46274383929,94467.944882997
827,D0356,GAIR PARK,B-RE-1486,181,ANNERLEY ROAD,DUTTON PARK,4102,153.027372105067,-27.4967516842458,257.890559158823,2874.16437381453
828,D0357,HANLON PARK / BUR'UDA,B-RE-1485,95,LINCOLN STREET,STONES CORNER,4120,153.04245309327,-27.5004025645087,1367.16499993461,52019.4344809356
829,D0358,PRESTON STREET PARK,B-RE-1484,21,PRESTON STREET,WOOLLOONGABBA,4102,153.047466537,-27.4955029569999,913.646830458447,13395.6353476166
830,D0359,BURANDA PLAYGROUND PARK,B-RE-1483,34,SWORD STREET,WOOLLOONGABBA,4102,153.042797997293,-27.4938826936015,160.095415421895,1206.2861967519
831,D0360,WOOLLOONGABBA ROTARY PARK,B-RE-1482,19,CAMBERWELL STREET,EAST BRISBANE,4169,153.042820831893,-27.4903038612809,619.860103301211,16448.5051065289
832,D0361,KINGFISHER PARK (EAST BRISBANE),B-RE-1481,92,NORMAN STREET,EAST BRISBANE,4169,153.045282847394,-27.4909290205449,220.960407781637,2548.55814247509
833,D0362,WOOLLOONGABBA PLACE PARK,B-RE-1480,868,MAIN STREET,WOOLLOONGABBA,4102,153.036392056522,-27.4860166669267,321.751122684915,5048.76821796933
834,D0363,THE COMMON PARK,B-RE-1479,99,CAMBRIDGE STREET,EAST BRISBANE,4169,153.051569096517,-27.4894628855804,1815.25882633694,75077.6583272618
835,D0364,STANLEY STREET EAST PARK (NO. 1090),B-RE-1478,1060,STANLEY STREET,COORPAROO,4151,153.051758494931,-27.4874657446414,846.576502448801,10096.0273952479
836,D0365,WILLIAMINA PARK,B-RE-1477,66,MOWBRAY TERRACE,EAST BRISBANE,4169,153.045511376886,-27.483512384321,212.239141655657,2496.50735826849
837,D0366,MOWBRAY PARK,B-RE-1476,60,LYTTON ROAD,EAST BRISBANE,4169,153.044158437645,-27.4785071264135,951.827609994252,49022.8661871046
838,D0367,REAL PARK,B-RE-1475,33,HEATH STREET,EAST BRISBANE,4169,153.04883424788,-27.4809533163579,433.421413723744,7153.11904841419
839,D0368,HEATH PARK,B-RE-1474,48,HILTON STREET,EAST BRISBANE,4169,153.052526063863,-27.4782574151698,1096.50185150727,68500.9094257168
840,D0369,NORMAN BRIDGE RESERVE,B-RE-1473,186,LYTTON ROAD,EAST BRISBANE,4169,153.049586315512,-27.4762991939038,208.122130460804,2347.96362373191
841,D0370,OVENS HEAD RESERVE,B-RE-1472,187,ANNERLEY ROAD,DUTTON PARK,4102,153.023036483,-27.5001161659999,631.644638241697,2721.58509934713
842,D0371,PRINCESS STREET PARK (NO. 5-21),B-RE-1471,15,BRISBANE CORSO,FAIRFIELD,4103,153.023324106328,-27.5009420377197,293.981058258043,5031.64525687451
843,D0372,HEFFERAN PARK,B-RE-1470,260,ANNERLEY ROAD,ANNERLEY,4103,153.029393413297,-27.5004915696094,159.567983496194,1502.67531845599
844,D0373,JOHN WALKER PLACE,B-RE-1469,323,BRISBANE CORSO,YERONGA,4104,153.014268159784,-27.5055814917373,2674.51472857827,61236.1703426313
845,D0374,LEYSHON PARK,B-RE-1468,186,BRISBANE CORSO,YERONGA,4104,153.016297730342,-27.5081711794765,1686.86647341544,133960.721370345
846,D0375,FAIRFIELD PARK,B-RE-1467,94,FAIRFIELD ROAD,FAIRFIELD,4103,153.026664810116,-27.5035350262735,666.157612520783,16448.7466012353
847,D0376,TURLEY STREET PARK,B-RE-1466,22,LUYA STREET,FAIRFIELD,4103,153.024202547949,-27.5043319226581,1091.72855427731,19210.1871415914
848,D0377,NORM ROSE PARK,B-RE-1465,10,VICTORIA STREET,FAIRFIELD,4103,153.026205310116,-27.5070485818517,758.26030490998,20638.0174609529
849,D0378,FEHLBERG PARK,B-RE-1464,269,VENNER ROAD,FAIRFIELD,4103,153.018464488922,-27.5107270636803,1231.07955870036,71038.0472953106
850,D0379,HYDE ROAD PARK,B-RE-1463,331,FAIRFIELD ROAD,YERONGA,4104,153.017602075858,-27.5126029406775,1454.95273431612,55239.4307897056
851,D0380,FAIRFIELD ROAD PARK (NO. 282),B-RE-1462,282,FAIRFIELD ROAD,FAIRFIELD,4103,153.022130395543,-27.5120942838647,218.827484641133,1731.27671610054
852,D0381,PARINGA PLACE PARK,B-RE-1461,58,CASSIA LANE,YERONGA,4104,153.000441278402,-27.5118050792544,770.969878328245,10703.9399438717
853,D0382,ROWLINSON PARK,B-RE-1460,14,NELSON STREET,YERONGA,4104,153.013985464843,-27.5198869735319,368.158440918723,7443.20228411275
854,D0383,MOOROOKA LIONS BICENT. PICNIC GRND PARK,B-RE-1459,77,ALBEMARLE STREET,YEERONGPILLY,4105,153.021296085324,-27.5255216481422,1726.17006860383,37528.6650085994
855,D0384,STIMPSON PARK,B-RE-1458,904,IPSWICH ROAD,MOOROOKA,4105,153.022280927278,-27.5263107037074,497.82489046458,9001.20810611487
856,D0385,POINCIANA PARK,B-RE-1457,1,LONGUEVAL STREET,MOOROOKA,4105,153.024070449678,-27.5246724873642,609.041887818125,11501.9846086482
857,D0386,MOOLABIN PARK,B-RE-1456,50,VENDALE AVENUE,MOOROOKA,4105,153.025881467472,-27.5284940598603,541.420361811209,7341.85492707597
858,D0387,KOALA PARK,B-RE-1455,114,VENDALE AVENUE,MOOROOKA,4105,153.02798208354,-27.5305878201294,791.633170755849,23935.4602533149
859,D0388,PEGG'S PARK,B-RE-1454,131,VENDALE AVENUE,MOOROOKA,4105,153.030902473563,-27.5322794312472,619.129150682856,14285.5440056605
860,D0389,YERONGA MEMORIAL PARK,B-RE-1453,78A,PARK ROAD,YERONGA,4104,153.024180976257,-27.5196219045865,2581.97793129343,224705.652995906
861,D0390,CLIFTON HILL PEACE PARK,B-RE-1452,15,TENNESSEE AVENUE,ANNERLEY,4103,153.030686545257,-27.5232118770415,665.081338935416,7728.03946914338
862,D0391,TENNESSEE AVENUE PARK,B-RE-1451,37,TENNESSEE AVENUE,MOOROOKA,4105,153.031278574886,-27.525539169351,587.520789965478,6288.67133324649
863,D0392,THOMPSON ESTATE RESERVE,B-RE-1450,133,JULIETTE STREET,GREENSLOPES,4120,153.042667842511,-27.5062058887713,1148.31602474098,54125.3449101496
864,D0393,EKIBIN PARK EAST,B-RE-1449,140,RIDGE STREET,GREENSLOPES,4120,153.042079696,-27.508044804,1939.14694225136,83176.1758530779
865,D0394,ARNWOOD STREET PARK,B-RE-1448,26,SUNSHINE AVENUE,TARRAGINDI,4121,153.041231824837,-27.5141012970708,1425.79012464578,37406.200312321
866,D0395,ROSEGLEN STREET PARK (NO. 34),B-RE-1529,34,JORDAN STREET,GREENSLOPES,4120,153.053153201726,-27.5158029322249,330.950079935719,4180.2041604857
867,D0396,BARR STREET PARK,B-RE-1528,70,SEXTON STREET,TARRAGINDI,4121,153.04224507609,-27.5165727605377,131.341611957267,1029.52173635001
868,D0397,W G MOODY PLACE,B-RE-0016,77,SHAFTESBURY STREET,TARRAGINDI,4121,153.041480616567,-27.5205614561496,211.776834253136,2826.05863897915
869,D0398,SHAFTESBURY STREET PARK,B-RE-1527,59,SHAFTESBURY STREET,TARRAGINDI,4121,153.041445256665,-27.5187655959583,1328.39916296386,34748.4403055248
870,D0399,EKIBIN MEMORIAL PARK,B-RE-1526,55,LUTZOW STREET,TARRAGINDI,4121,153.045567597246,-27.5205074193096,267.827430254948,4237.29730398833
871,D0400,TARRAGINDI RECREATION RESERVE,B-RE-1525,131,SHAFTESBURY STREET,TARRAGINDI,4121,153.040265059721,-27.523361120535,2016.02821755384,98109.1340690068
872,D0401,SANDY CREEK PARK,B-RE-1524,27,LANA STREET,TARRAGINDI,4121,153.041614414,-27.527563044,1154.90347952983,20908.6792297807
873,D0402,THORNYCROFT STREET PARK,B-RE-1523,333,TOOHEY ROAD,TARRAGINDI,4121,153.043462803031,-27.5326719725494,813.684968787755,24185.8205852774
874,D0403,MOORBELL STREET PARK,B-RE-1522,36,CRAIGMONT STREET,TARRAGINDI,4121,153.052675912,-27.5331002039999,639.57375021224,5883.18726974539
875,D0404,GIBSON PLACE PARK,B-RE-1940,12,MONACO STREET,HOLLAND PARK WEST,4121,153.057836306317,-27.5278529572492,304.775008994537,5036.04835439481
876,D0405,ROTARY INTERNATIONAL  PRESIDENTS PARK,B-RE-1939,37,KEITH STREET,ST LUCIA,4067,153.010772949923,-27.4918986964602,709.42561815883,18179.5999703217
877,D0406,CARR STREET PARK,B-RE-1938,18,KEITH STREET,ST LUCIA,4067,153.008754084331,-27.4932396774453,435.305707567287,10387.3561110766
878,D0407,WILLIAM DART PARK,B-RE-1937,260,CARMODY ROAD,ST LUCIA,4067,153.006136853994,-27.4967453907454,807.355928055127,26849.5139176788
879,D0408,GUYATT PARK,B-RE-1936,19,HIRON STREET,ST LUCIA,4067,153.001303456197,-27.4934012476934,854.406212138486,28873.7960774853
880,D0409,ACACIA PARK,B-RE-1917,299,CARMODY ROAD,ST LUCIA,4067,153.007963081891,-27.4991533560376,458.406660376518,9579.2818376406
881,D0410,BANKSIA PARK,B-RE-1916,40,SIXTH AVENUE,ST LUCIA,4067,153.003432479051,-27.498847867057,814.752848038051,14849.776524709
882,D0411,ST LUCIA PLAYGROUND PARK,B-RE-1915,119,CARMODY ROAD,ST LUCIA,4067,152.998845570024,-27.4975197512984,332.756301288311,6915.29818318091
883,D0222,FRED CAMPBELL PARK,B-RE-1766,748,ZILLMERE ROAD,ASPLEY,4034,153.020318815164,-27.3584792893546,1277.78271356195,17446.4882645291
884,D0223,HARRY KIRBY PARK,B-RE-1765,29,KIRBY ROAD,ASPLEY,4034,153.026405066192,-27.3604903196558,805.552684342106,27635.2922835912
885,D0224,LEN TREZONA PARK,B-RE-1764,103,MURPHY ROAD,ZILLMERE,4034,153.036896358781,-27.3635304238387,380.724670993331,8842.53915699817
886,D0225,THOMPSON STREET PARK,B-RE-1763,349,ROBINSON ROAD,ZILLMERE,4034,153.042860250682,-27.3669824705831,555.874987665336,16181.5577361254
887,D0226,KATH BALLARD PARK,B-RE-1762,55,COPPERFIELD STREET,GEEBUNG,4034,153.043885955869,-27.3709428505369,169.245575031091,1790.13783688873
888,D0227,MARCHANT PARK,B-RE-1761,1105,GYMPIE ROAD,ASPLEY,4034,153.0298074646,-27.3754320993165,2815.16660926941,389530.450869681
889,D0228,7TH BRIGADE PARK,B-RE-2004,21,KITTYHAWK DRIVE,CHERMSIDE,4032,153.038821199867,-27.3800164913295,6176.17005312402,718218.481146066
890,D0229,JOHN PATTERSON PARK,B-RE-2003,57,NORMAN DRIVE,CHERMSIDE,4032,153.02814150273,-27.3881835289834,348.199592331095,5010.47004055009
891,D0230,BRADBURY PARK,B-RE-2002,91,KITCHENER ROAD,KEDRON,4031,153.027937318302,-27.3961449626048,1696.00947034989,108529.279983712
892,D0231,BURNIE BRAE PARK,B-RE-2001,60,KURAN STREET,CHERMSIDE,4032,153.035396288401,-27.3896709240284,830.88432826352,39095.3456950307
893,D0232,BRISTOL PARK,B-RE-2000,356,RODE ROAD,WAVELL HEIGHTS,4012,153.03627480736,-27.394843433937,476.667145749296,11689.4340432983
894,D0233,MAGGS STREET PARK,B-RE-1999,32,TAYLOR STREET,WAVELL HEIGHTS,4012,153.039588218322,-27.3967936014351,431.293066029359,9955.44747135143
895,D0234,BELLOY STREET PARK,B-RE-1998,24,BELLOY STREET,WAVELL HEIGHTS,4012,153.042940993076,-27.3973039329034,316.883657327137,4095.64735344592
896,D0235,STUDLEY PARK,B-RE-1997,29,ESDALE STREET,WAVELL HEIGHTS,4012,153.043779102444,-27.3899779150504,313.70424584944,6320.93093027067
897,D0236,FRANK ROBERTS PARK,B-RE-1996,19,CHARLOTTE STREET,WAVELL HEIGHTS,4012,153.05101999689,-27.3950278395122,291.186600744038,4466.94670675526
898,D0237,BILSTON STREET PARK,B-RE-1995,8,WEBSTER ROAD,STAFFORD,4053,153.010621118,-27.414041777,4221.30406228721,89402.9569172802
899,D0238,BOONDALL PARK,B-RE-1994,2332,SANDGATE ROAD,BOONDALL,4034,153.057062394,-27.3389207929999,1582.28055448553,62110.0663036279
900,D0239,BARLOW PLACE PARK,B-RE-1993,26,GERTRUDE STREET,BOONDALL,4034,153.056820696648,-27.3420503053399,939.249014052719,27362.2466020408
901,D0240,DONNA PHILP PARK,B-RE-1992,81,HOLME AVENUE,BOONDALL,4034,153.066049652,-27.354825158,3728.4914318005,150829.133960234
902,D0241,VICTOR GRENNING PARK,B-RE-1991,78,COXEN STREET,ZILLMERE,4034,153.043548814654,-27.3562493325955,363.513250552922,8168.01258396881
903,D0242,JOSEPH LEE PARK,B-RE-1990,15,TEDMAN STREET,ZILLMERE,4034,153.047683435202,-27.3527878212416,418.166418154418,10292.3604752094
904,D0243,O CALLAGHAN PARK,B-RE-1989,340,ZILLMERE ROAD,ZILLMERE,4034,153.043394528839,-27.3626462365025,2966.91869303828,313236.500524598
905,D0244,BOWDEN PARK,B-RE-1988,26,AKAROA AVENUE,GEEBUNG,4034,153.050264833873,-27.3735860094601,807.166454220604,39482.2302230936
906,D0245,SHAW ESTATE PARK,B-RE-1987,150,SHAW ROAD,WAVELL HEIGHTS,4012,153.043530929679,-27.4043314970887,4099.32231530165,443441.527535653
907,D0246,SHAW PARK,B-RE-1945,151,SHAW ROAD,WAVELL HEIGHTS,4012,153.048611446983,-27.4046736744797,1278.21397609067,65656.1272670027
908,D0247,MERCER PARK,B-RE-1903,100,FIFTH AVENUE,KEDRON,4031,153.040236248327,-27.4087244956414,2009.6280330441,109179.985154522
909,D0248,AMELIA PARK,B-RE-1902,17,MCCORD STREET,GORDON PARK,4031,153.033277849726,-27.4162174290845,1933.91797401367,39636.1257197199
910,D0249,MT COOT-THA RESERVE,B-RE-1901,200,MT COOT-THA ROAD,MOUNT COOT-THA,4066,152.947683264678,-27.4745463978515,46223.8114170254,14140281.7709209
911,D0250,GOLD CREEK RESERVE,B-RE-1900,53,JONES ROAD,BROOKFIELD,4069,152.913490670472,-27.4629198243164,5119.14950956582,1439679.19924083
912,D0251,KENMORE RESERVE,B-RE-1899,1076,MOGGILL ROAD,KENMORE,4069,152.940589861313,-27.508487197895,426.683348935355,7043.71021184073
913,D0252,SUTLING STREET PARK,B-RE-1898,39,SUTLING STREET,CHAPEL HILL,4069,152.951306747303,-27.5100654662451,1298.21092878819,20317.9552006901
914,D0253,CUBBERLA CREEK RESERVE,B-RE-1897,129,FIG TREE POCKET ROAD,CHAPEL HILL,4069,152.952434108831,-27.5147701021666,1908.60203602521,114753.574904477
915,D0254,CENTENARY HIGHWAY PARK (FIG TREE POCKET),B-RE-1896,160,FIG TREE POCKET ROAD,INDOOROOPILLY,4068,152.954691465234,-27.5165133866397,269.360873436104,2796.40945390307
916,D0255,CLIVEDEN PARK,B-RE-1895,50,MOORFIELDS STREET,FIG TREE POCKET,4069,152.958825501,-27.516806059,2228.10527027872,64322.197644793
917,D0256,RAINBOW FOREST PARK,B-RE-1894,48,DOBELL STREET,INDOOROOPILLY,4068,152.959185949219,-27.5161887534927,2168.35201263127,76682.3402073345
918,D0257,MANATON PARK,B-RE-1893,238,JESMOND ROAD,FIG TREE POCKET,4069,152.964851574426,-27.5143600554808,465.756949816891,7417.36419167055
919,D0258,SPINKBRAE STREET PARK,B-RE-1892,35A,SPINKBRAE STREET,FIG TREE POCKET,4069,152.950364887934,-27.5273393564738,1673.35898265578,24285.3788322966
920,D0259,BIAMI YUMBA PARK,B-RE-1891,30,KENNY STREET,FIG TREE POCKET,4069,152.968417767568,-27.5395113485703,1125.03508046273,78686.9854294028
921,D0260,FIG TREE POCKET RIVERSIDE RESERVE,B-RE-1890,9,MANDALAY STREET,FIG TREE POCKET,4069,152.972913340628,-27.5421948139401,582.107718184391,20262.0591433238
922,D0261,KINGFISHER PARK,B-RE-1889,160,GEM ROAD,KENMORE,4069,152.933351656136,-27.5242720384388,1642.95995658901,63007.4454774553
923,D0262,SCENIC ROAD PARK (NO. 67),B-RE-1888,67,SCENIC ROAD,KENMORE,4069,152.927450864014,-27.5234055424932,682.45564823597,20575.4498489597
924,D0263,ROWENA STREET PARK (NO. 36),B-RE-1887,42,ROWENA STREET,KENMORE,4069,152.926667412136,-27.5186734575436,2235.45765011149,68031.3545316671
925,D0264,KILKIVAN AVENUE PARK SOUTH,B-RE-1886,110,KILKIVAN AVENUE,KENMORE,4069,152.92704757106,-27.5147170151068,1230.0936560039,26409.3252900368
926,D0265,DUMBARTON DRIVE PARK,B-RE-1885,24,FORTROSE STREET,KENMORE,4069,152.928477973165,-27.5113333159541,1728.3692204785,54300.630015769
927,D0266,BROOKFIELD ROAD PARK,B-RE-1884,76A,BROOKFIELD ROAD,KENMORE,4069,152.931342346662,-27.5064817843659,1468.61700922053,35702.7829237257
928,D0267,THE RAFTING GROUND PARK,B-RE-1883,2328,MOGGILL ROAD,BROOKFIELD,4069,152.925199483266,-27.5199747308316,1304.32671348667,57250.7905850103
929,D0268,PULLENVALE RECREATION RESERVE,B-RE-1882,43,PULLENVALE ROAD,PULLENVALE,4069,152.91985982059,-27.5200867537567,590.865884348854,19620.9334909372
930,D0269,LANCING STREET PARK,B-RE-0023,62,LANCING STREET,PULLENVALE,4069,152.891723935262,-27.5371391165553,508.107085491958,9091.72863204766
931,D0270,STRATFORD STREET (OFF) PARK,B-RE-1881,53,STRATFORD STREET,MOGGILL,4070,152.893230644378,-27.5804486050296,832.17425239669,19161.8324124873
932,D0271,MOGGILL FERRY RESERVE,B-RE-1880,3919,MOGGILL ROAD,MOGGILL,4070,152.862701294,-27.5951321919999,3803.27257191153,112521.938151744
933,D0272,DEERHURST ROAD PARK,B-RE-1879,55,DEERHURST ROAD,BROOKFIELD,4069,152.920109618,-27.4942275509999,2845.71160216776,40235.3866143908
934,D0273,BROOKFIELD RECREATION RESERVE,B-RE-1878,48,BOSCOMBE ROAD,BROOKFIELD,4069,152.912850757272,-27.4925384962679,775.279537408165,35184.6349672164
935,D0274,BRIGHTON PARK,B-RE-1877,596,HORNIBROOK HIGHWAY,BRIGHTON,4017,153.060609375212,-27.2825404068746,992.722946622206,24917.3384855897
936,D0275,DECKER PARK,B-RE-1876,18,TWENTY-FIFTH AVENUE,BRIGHTON,4017,153.064192492204,-27.2859373407562,1376.68993394739,58528.9703398551
